timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z
4720834649585,0.31962585,1.4742584,12.650772,-0.13212585,-0.19534302,0.03289795,5.282593,17.34314,-52.027893,
4720839684985,0.20756531,1.3383331,13.09552,-0.18748474,-0.15370178,-0.0059051514,3.6590576,17.427063,-52.949524,
4720844720386,0.122039795,1.1677856,13.4627075,-0.2348938,-0.10949707,-0.036468506,3.6590576,17.427063,-52.949524,
4720849755786,-0.006515503,1.0150299,13.630951,-0.27160645,-0.05984497,-0.062698364,3.6590576,17.427063,-52.949524,
4720854791186,-0.17648315,0.90496826,13.678894,-0.28967285,-0.014007568,-0.08427429,3.6590576,17.427063,-52.949524,
4720859826587,-0.31437683,0.8076019,13.659225,-0.29289246,0.026733398,-0.09843445,3.9001465,16.464233,-53.42102,
4720864861987,-0.5122223,0.69755554,13.480484,-0.2816162,0.05570984,-0.10549927,3.9001465,16.464233,-53.42102,
4720869897388,-0.636734,0.6711273,13.2795105,-0.25883484,0.06878662,-0.10533142,3.9001465,16.464233,-53.42102,
4720874932788,-0.6139679,0.7106476,13.104691,-0.23117065,0.0664978,-0.0975647,3.9001465,16.464233,-53.42102,
4720879968188,-0.5131531,0.817749,12.878326,-0.1975708,0.046569824,-0.08085632,3.7200928,16.999817,-53.129578,
4720885003589,-0.27449036,0.9597168,12.72699,-0.16685486,0.017562866,-0.06236267,3.7200928,16.999817,-53.129578,
4720890038989,-0.0627594,1.1056519,12.656296,-0.14253235,-0.012649536,-0.046844482,3.7200928,16.999817,-53.129578,
4720895074390,0.11128235,1.2358551,12.512619,-0.12710571,-0.036239624,-0.040115356,3.7200928,16.999817,-53.129578,
4720900109790,0.27819824,1.3407135,12.352493,-0.12220764,-0.04800415,-0.041610718,3.6941528,18.19458,-52.642822,
4720905145190,0.39427185,1.4292297,12.161758,-0.1264801,-0.047058105,-0.05126953,3.6941528,18.19458,-52.642822,
4720910180591,0.46238708,1.4850616,11.958664,-0.13800049,-0.03845215,-0.07133484,3.6941528,18.19458,-52.642822,
4720915215991,0.46868896,1.4523621,11.768478,-0.1539154,-0.028701782,-0.09715271,3.6941528,18.19458,-52.642822,
4720920251392,0.41537476,1.3729553,11.6642,-0.17652893,-0.016952515,-0.1255951,4.243469,18.52417,-52.75116,
4720925286792,0.3091278,1.3145752,11.698059,-0.20896912,-0.00440979,-0.15284729,4.243469,18.52417,-52.75116,
4720930322192,0.17442322,1.218689,11.987701,-0.24324036,0.0050811768,-0.17778015,4.243469,18.52417,-52.75116,
4720935357593,-0.055603027,1.0157166,12.381302,-0.277771,0.011917114,-0.20166016,4.243469,18.52417,-52.75116,
4720940392993,-0.25489807,0.8512726,12.738678,-0.3018341,0.017501831,-0.21818542,4.4540405,19.017029,-52.819824,
4720945428394,-0.39924622,0.75653076,13.019058,-0.30377197,0.021453857,-0.22297668,4.4540405,19.017029,-52.819824,
4720950463794,-0.47480774,0.7065735,13.1167145,-0.28431702,0.020843506,-0.21629333,4.4540405,19.017029,-52.819824,
4720955499194,-0.4809723,0.6953888,13.123337,-0.24232483,0.016235352,-0.1960144,4.4540405,19.017029,-52.819824,
4720960534595,-0.36154175,0.6984253,13.003403,-0.18614197,0.010314941,-0.16946411,4.1748047,18.852234,-52.349854,
4720965569995,-0.13438416,0.80033875,12.789276,-0.112976074,0.0035247803,-0.13806152,4.1748047,18.852234,-52.349854,
4720970605395,0.07936096,0.84921265,12.474838,-0.033599854,-0.0031280518,-0.107055664,4.1748047,18.852234,-52.349854,
4720975640796,0.20599365,0.99513245,12.013687,0.043533325,-0.0061035156,-0.08003235,4.1748047,18.852234,-52.349854,
4720980676196,0.45666504,1.1612091,11.45694,0.11425781,-0.003692627,-0.05847168,3.3843994,17.666626,-51.57776,
4720985711597,0.62394714,1.2742004,10.952072,0.17201233,0.0052337646,-0.04335022,3.3843994,17.666626,-51.57776,
4720990746997,0.73535156,1.3184662,10.465088,0.2151947,0.016235352,-0.036331177,3.3843994,17.666626,-51.57776,
4720995782397,0.785553,1.408432,10.018402,0.25071716,0.027938843,-0.037261963,3.3843994,17.666626,-51.57776,
4721000817798,0.8134308,1.4505005,9.355316,0.27035522,0.039901733,-0.04449463,3.5461426,18.318176,-52.21405,
4721005853198,0.9632721,1.5557709,8.816772,0.27861023,0.05607605,-0.054229736,3.5461426,18.318176,-52.21405,
4721010888599,1.1471405,1.7121582,8.252853,0.26716614,0.077804565,-0.06726074,3.5461426,18.318176,-52.21405,
4721015923999,1.1177979,1.7956696,7.9503937,0.26716614,0.077804565,-0.06726074,3.5461426,18.318176,-52.21405,
4721020959399,1.4088135,1.8248749,7.768936,0.19100952,0.115737915,-0.1048584,3.7277222,18.36853,-52.75421,
4721025994800,1.2952881,1.8142853,7.8190002,0.12936401,0.12944031,-0.1376648,3.7277222,18.36853,-52.75421,
4721031030200,0.99923706,1.7594299,7.8629456,0.07208252,0.13276672,-0.17390442,3.7277222,18.36853,-52.75421,
4721036065601,0.93426514,1.4347229,7.931076,0.020950317,0.122909546,-0.21385193,3.7277222,17.666626,-52.583313,
4721041101001,0.6247406,1.3852997,7.839554,-0.0155181885,0.11210632,-0.24754333,3.7277222,17.666626,-52.583313,
4721046136401,0.38557434,1.2947693,7.7774506,-0.039215088,0.09397888,-0.27119446,3.7277222,17.666626,-52.583313,
4721051171802,0.17648315,1.1320038,7.6654816,-0.060577393,0.07846069,-0.28407288,3.7277222,17.666626,-52.583313,
4721056207202,0.3435669,1.0219879,7.7345276,-0.08253479,0.058624268,-0.2813263,4.283142,17.851257,-52.944946,
4721061242602,0.23797607,1.0933075,7.9002533,-0.1010437,0.03378296,-0.2719574,4.283142,17.851257,-52.944946,
4721066278003,0.35987854,1.2438812,8.1033325,-0.11500549,0.0068359375,-0.26358032,4.283142,17.851257,-52.944946,
4721071313403,0.5582886,1.305954,8.303848,-0.12728882,-0.0131073,-0.25268555,4.283142,17.851257,-52.944946,
4721076348804,0.65856934,1.3133087,8.5716095,-0.13613892,-0.0256958,-0.24546814,4.3777466,17.819214,-53.2547,
4721081384204,0.47158813,1.261322,8.664627,-0.13967896,-0.032073975,-0.25083923,4.3777466,17.819214,-53.2547,
4721086419604,0.2975464,1.198349,8.609314,-0.13259888,-0.02909851,-0.26498413,4.3777466,17.819214,-53.2547,
4721091455005,0.21720886,1.1034088,8.425644,-0.12130737,-0.019241333,-0.27635193,4.3777466,17.819214,-53.2547,
4721096490405,0.1739502,1.0843048,8.230499,-0.10940552,-0.010177612,-0.2795105,4.071045,17.666626,-53.2547,
4721101525806,0.20947266,1.1543274,8.125687,-0.10420227,-0.0049743652,-0.2776184,4.071045,17.666626,-53.2547,
4721106561206,0.26591492,1.231842,8.075058,-0.105895996,-0.005874634,-0.27366638,4.071045,17.666626,-53.2547,
4721111596606,0.35906982,1.3029633,8.16452,-0.1138916,-0.01133728,-0.269104,4.071045,17.666626,-53.2547,
4721116632007,0.40213013,1.3797913,8.267899,-0.12675476,-0.02029419,-0.26849365,3.239441,17.666626,-52.441406,
4721121667407,0.3605652,1.3845978,8.432846,-0.13796997,-0.031600952,-0.2732544,3.239441,17.666626,-52.441406,
4721126702808,0.33439636,1.3444519,8.629684,-0.14302063,-0.04208374,-0.2808075,3.239441,17.666626,-52.441406,
4721131738208,0.2361908,1.3069153,8.759293,-0.14198303,-0.047042847,-0.28953552,3.239441,17.666626,-52.441406,
4721136773608,0.057510376,1.2837982,8.756943,-0.1320343,-0.04496765,-0.29743958,3.541565,18.087769,-52.119446,
4721141809009,-0.12449646,1.1897278,8.591629,-0.11129761,-0.03515625,-0.30126953,3.541565,18.087769,-52.119446,
4721146844409,-0.19717407,1.0828857,8.412552,-0.08470154,-0.015533447,-0.29762268,3.541565,18.087769,-52.119446,
4721151879810,-0.28547668,1.0623627,8.214874,-0.059143066,0.008483887,-0.28666687,3.541565,18.087769,-52.119446,
4721156915210,-0.38674927,1.1082916,7.934723,-0.035354614,0.031173706,-0.26856995,4.071045,18.353271,-52.249146,
4721161950610,-0.3787079,1.1298065,7.71257,-0.011077881,0.053009033,-0.24511719,4.071045,18.353271,-52.249146,
4721166986011,-0.2987213,1.1450043,7.4184113,0.01159668,0.07450867,-0.21853638,4.071045,18.353271,-52.249146,
4721172021411,-0.25886536,1.1773834,7.251465,0.03565979,0.09161377,-0.18710327,4.071045,18.353271,-52.249146,
4721177056811,-0.21681213,1.2903595,7.0350647,0.060256958,0.1013031,-0.15766907,4.185486,19.155884,-52.58484,
4721182092212,-0.09461975,1.3919983,6.7511597,0.088912964,0.10588074,-0.13420105,4.185486,19.155884,-52.58484,
4721187127612,0.046691895,1.5172577,6.4510193,0.11546326,0.10914612,-0.113983154,4.185486,19.155884,-52.58484,
4721192163013,0.16210938,1.6013947,6.24527,0.13571167,0.11160278,-0.095947266,4.185486,19.155884,-52.58484,
4721197198413,0.2947693,1.7432251,6.0480804,0.14389038,0.11367798,-0.0856781,4.01001,18.855286,-53.204346,
4721202233813,0.35498047,1.8423615,6.052765,0.14364624,0.1184845,-0.08337402,4.01001,18.855286,-53.204346,
4721207269214,0.5017395,1.9515381,5.944336,0.13612366,0.12666321,-0.08866882,4.01001,18.855286,-53.204346,
4721212304614,0.43821716,2.0480347,5.8848724,0.12464905,0.1335907,-0.097961426,4.01001,18.855286,-53.204346,
4721217340015,0.33457947,2.0695648,5.833893,0.113723755,0.13821411,-0.11592102,3.9001465,18.52417,-53.42102,
4721222375415,0.14976501,2.0138855,5.7657776,0.103637695,0.13595581,-0.13578796,3.9001465,18.52417,-53.42102,
4721227410815,0.01550293,2.0105438,5.637848,0.094436646,0.13015747,-0.1532898,3.9001465,18.52417,-53.42102,
4721232446216,-0.17028809,1.9564209,5.6900635,0.08111572,0.11534119,-0.1678772,3.9001465,18.52417,-53.42102,
4721237481616,-0.3223114,1.8889313,5.8066254,0.07098389,0.09075928,-0.17596436,2.6397705,18.2724,-53.175354,
4721242517017,-0.35450745,1.8444519,5.873764,0.06222534,0.060516357,-0.17211914,2.6397705,18.2724,-53.175354,
4721247552417,-0.30233765,1.8726501,6.0602264,0.057754517,0.026672363,-0.16348267,2.6397705,18.2724,-53.175354,
4721252587817,-0.21205139,1.9561768,6.3875275,0.057754517,0.026672363,-0.16348267,2.6397705,18.2724,-53.175354,
4721257623218,-0.04953003,2.0292358,6.6109314,0.060821533,-0.05432129,-0.13400269,4.219055,18.434143,-52.83661,
4721262658618,0.05911255,2.0814514,6.774719,0.07029724,-0.10055542,-0.12130737,4.219055,18.434143,-52.83661,
4721267694019,0.13574219,2.0690765,6.9121857,0.081710815,-0.13336182,-0.11424255,4.219055,18.434143,-52.83661,
4721272729419,0.201828,2.0649414,7.176407,0.086135864,-0.15496826,-0.113723755,4.9301147,18.52417,-52.75116,
4721277764819,0.2542572,2.1292267,7.617981,0.08093262,-0.16467285,-0.118377686,4.9301147,18.52417,-52.75116,
4721282800220,0.31214905,2.1681824,7.9874725,0.06970215,-0.16381836,-0.12528992,4.9301147,18.52417,-52.75116,
4721287835620,0.30958557,2.1622162,8.357712,0.0569458,-0.1494751,-0.13447571,4.9301147,18.52417,-52.75116,
4721292871020,0.17002869,2.1259155,8.825943,0.0496521,-0.11480713,-0.14396667,3.6941528,18.112183,-54.222107,
4721297906421,0.0038757324,2.0758667,9.166077,0.048446655,-0.07601929,-0.15310669,3.6941528,18.112183,-54.222107,
4721302941821,-0.081207275,2.0671387,9.267654,0.057754517,-0.029846191,-0.15762329,3.6941528,18.112183,-54.222107,
4721307977222,-0.12509155,2.1419525,9.214874,0.07800293,0.02180481,-0.15405273,3.6941528,18.112183,-54.222107,
4721313012622,-0.17625427,2.1959229,9.145187,0.103652954,0.071380615,-0.1454773,2.5558472,18.284607,-53.245544,
4721318048022,-0.2923584,2.2273102,8.862259,0.13356018,0.11264038,-0.13342285,2.5558472,18.284607,-53.245544,
4721323083423,-0.3665924,2.2992096,8.390381,0.1699524,0.14498901,-0.117370605,2.5558472,18.284607,-53.245544,
4721328118823,-0.3438568,2.450241,8.011169,0.19720459,0.1627655,-0.09841919,2.5558472,18.284607,-53.245544,
4721333154224,-0.26953125,2.5763397,7.7545624,0.21165466,0.16610718,-0.077819824,2.3544312,18.353271,-52.919006,
4721338189624,-0.25289917,2.6473694,7.643051,0.20916748,0.15515137,-0.06010437,2.3544312,18.353271,-52.919006,
4721343225024,-0.2890625,2.7309265,7.613617,0.19343567,0.12986755,-0.0466156,2.3544312,18.353271,-52.919006,
4721348260425,-0.2818756,2.8501434,7.6499176,0.16766357,0.09527588,-0.03778076,2.3544312,18.353271,-52.919006,
4721353295825,-0.22465515,2.9605713,7.8043365,0.12976074,0.05227661,-0.031234741,2.6504517,18.055725,-52.05078,
4721358331226,-0.15635681,2.9479675,8.149139,0.08166504,0.0061187744,-0.028381348,2.6504517,18.055725,-52.05078,
4721363366626,-0.08241272,2.9286652,8.712067,0.023406982,-0.040359497,-0.029937744,2.6504517,18.055725,-52.05078,
4721368402026,1.6784668E-4,2.9132385,9.446701,-0.042099,-0.08126831,-0.03540039,2.6504517,18.055725,-52.05078,
4721373437427,0.080718994,2.8333435,10.212616,-0.104599,-0.12019348,-0.043319702,4.7821045,17.114258,-51.913452,
4721378472827,0.18676758,2.7246704,10.844177,-0.1561737,-0.16323853,-0.054229736,4.7821045,17.114258,-51.913452,
4721383508227,0.23869324,2.6039581,11.561356,-0.19158936,-0.20658875,-0.06604004,4.7821045,17.114258,-51.913452,
4721388543628,0.20149231,2.4756927,12.62262,-0.21694946,-0.24693298,-0.07759094,4.7821045,17.114258,-51.913452,
4721393579028,0.07954407,2.331543,13.780884,-0.23565674,-0.2820282,-0.08959961,5.101013,16.978455,-51.913452,
4721398614429,-0.13943481,2.1172028,14.616547,-0.23721313,-0.3026886,-0.10021973,5.101013,16.978455,-51.913452,
4721403649829,-0.34358215,1.8835754,15.404129,-0.2138977,-0.3030548,-0.10432434,5.101013,16.978455,-51.913452,
4721408685229,-0.50860596,1.675293,15.959595,-0.16560364,-0.2840271,-0.099105835,5.101013,16.978455,-51.913452,
4721413720630,-0.6741028,1.5454865,16.01947,-0.09817505,-0.23400879,-0.07879639,3.668213,17.456055,-52.067566,
4721418756030,-0.79026794,1.4700317,15.875839,-0.01876831,-0.1561737,-0.045166016,3.668213,17.456055,-52.067566,
4721423791431,-0.859848,1.3916168,15.457275,0.06347656,-0.061309814,-0.0039978027,3.668213,17.456055,-52.067566,
4721428826831,-0.88752747,1.3202972,14.795776,0.1410675,0.039230347,0.043441772,3.668213,17.456055,-52.067566,
4721433862231,-0.7687073,1.3816986,13.917053,0.20477295,0.13066101,0.09313965,4.3548584,17.01355,-53.797913,
4721438897632,-0.57907104,1.5504608,13.216034,0.25704956,0.21891785,0.1494751,4.3548584,17.01355,-53.797913,
4721443933032,-0.42082214,1.7964935,12.714279,0.2882843,0.28390503,0.20199585,4.3548584,17.01355,-53.797913,
4721448968433,-0.07215881,1.9723358,12.29361,0.3027954,0.3202362,0.24331665,4.3548584,17.01355,-53.797913,
4721454003833,0.3212738,2.2342834,11.949936,0.3026123,0.33403015,0.27316284,4.4143677,16.978455,-53.92456,
4721459039233,0.6490326,2.448532,11.603638,0.2936859,0.3324585,0.2852478,4.4143677,16.978455,-53.92456,
4721464074634,0.9503479,2.73497,11.271378,0.27900696,0.31658936,0.27796936,4.4143677,16.978455,-53.92456,
4721469110034,0.99868774,2.9347382,11.118164,0.25865173,0.2828827,0.24949646,4.4143677,16.978455,-53.92456,
4721474145435,0.8189087,2.899475,11.082413,0.22868347,0.24179077,0.20146179,3.2241821,17.488098,-51.76544,
4721479180835,0.3777771,2.6871185,11.155182,0.19065857,0.1980896,0.14060974,3.2241821,17.488098,-51.76544,
4721484216235,-0.15437317,2.300949,11.443008,0.14179993,0.15892029,0.07546997,3.2241821,17.488098,-51.76544,
4721489251636,-0.6193695,1.9691315,11.729675,0.14179993,0.15892029,0.07546997,3.2241821,17.488098,-51.76544,
4721494287036,-0.97216797,1.67482,12.116516,0.03970337,0.1156311,-0.005722046,4.0649414,17.321777,-53.57666,
4721499322436,-1.2114105,1.5014801,12.40123,-0.009857178,0.1138916,-0.014373779,4.0649414,17.321777,-53.57666,
4721504357837,-1.388382,1.3148193,12.694626,-0.04270935,0.12408447,-0.0043792725,4.0649414,17.321777,-53.57666,
4721509393237,-1.513092,1.1452637,12.7921295,-0.06477356,0.13755798,0.019607544,4.0649414,17.321777,-53.57666,
4721514428638,-1.5838318,1.1340942,12.923325,-0.069992065,0.14416504,0.051986694,4.0649414,17.321777,-53.57666,
4721519464038,-1.5645142,1.033905,13.056473,-0.06529236,0.14370728,0.08969116,4.0649414,17.321777,-53.57666,
4721524499438,-1.4203491,1.0054474,13.2892,-0.05114746,0.13986206,0.12716675,4.0649414,17.321777,-53.57666,
4721529534839,-1.1612549,1.1000671,13.523804,-0.027801514,0.12850952,0.16862488,4.0527344,17.326355,-53.570557,
4721534570239,-1.029541,1.1903687,13.530548,0.005935669,0.11482239,0.20423889,4.0527344,17.326355,-53.570557,
4721539605640,-0.9905548,1.1906128,13.393585,0.049850464,0.10307312,0.2316742,4.0527344,17.326355,-53.570557,
4721544641040,-1.0018463,1.1585693,13.1536255,0.10105896,0.09474182,0.24768066,4.0527344,17.326355,-53.570557,
4721549676440,-0.9721527,1.1855927,12.876312,0.15026855,0.09396362,0.26004028,3.6315918,17.512512,-53.123474,
4721554711841,-0.93692017,1.2160187,12.517395,0.19494629,0.09422302,0.27372742,3.6315918,17.512512,-53.123474,
4721559747241,-0.8641205,1.3143616,12.134613,0.24038696,0.094314575,0.2886963,3.6315918,17.512512,-53.123474,
4721564782642,-0.78970337,1.3947906,11.6549835,0.2781372,0.09136963,0.30249023,3.6315918,17.512512,-53.123474,
4721569818042,-0.6728668,1.53302,11.2139435,0.3126831,0.0861969,0.31599426,4.9301147,17.837524,-53.756714,
4721574853442,-0.5237274,1.6296844,10.804367,0.3413391,0.078826904,0.32803345,4.9301147,17.837524,-53.756714,
4721579888843,-0.40751648,1.7115173,10.378189,0.35816956,0.06994629,0.33319092,4.9301147,17.837524,-53.756714,
4721584924243,-0.34539795,1.7863464,9.967392,0.36705017,0.059005737,0.33235168,4.9301147,17.837524,-53.756714,
4721589959644,-0.33340454,1.8362732,9.655258,0.36817932,0.0463562,0.32814026,4.9468994,17.85431,-53.771973,
4721594995044,-0.3139801,1.8922424,9.401855,0.36183167,0.034423828,0.32159424,4.9468994,17.85431,-53.771973,
4721600030444,-0.32962036,1.9467316,9.101959,0.35144043,0.01966858,0.31394958,4.9468994,17.85431,-53.771973,
4721605065845,-0.40507507,1.939331,8.787903,0.33773804,0.0033111572,0.30184937,4.9468994,17.85431,-53.771973,
4721610101245,-0.49108887,1.8744965,8.528015,0.31985474,-0.012954712,0.28826904,5.0598145,17.887878,-53.884888,
4721615136645,-0.5570221,1.8406677,8.313202,0.29736328,-0.034988403,0.27796936,5.0598145,17.887878,-53.884888,
4721620172046,-0.60528564,1.8034668,8.208191,0.26878357,-0.065826416,0.2700653,5.0598145,17.887878,-53.884888,
4721625207446,-0.52519226,1.7891693,8.268951,0.23690796,-0.10183716,0.2663269,5.0598145,17.887878,-53.884888,
4721630242847,-0.38648987,1.8410339,8.491348,0.20553589,-0.14404297,0.2638855,4.7576904,16.978455,-53.588867,
4721635278247,-0.20393372,1.8897247,8.641083,0.18052673,-0.19438171,0.2599182,4.7576904,16.978455,-53.588867,
4721640313647,-0.0014190674,1.9502869,8.601196,0.16975403,-0.24871826,0.2544098,4.7576904,16.978455,-53.588867,
4721645349048,0.19876099,1.9593506,8.381897,0.1720581,-0.30969238,0.24414063,4.7576904,16.978455,-53.588867,
4721650384448,0.29884338,1.9750519,8.249069,0.17951965,-0.36572266,0.22268677,4.840088,16.670227,-53.398132,
4721655419849,0.38485718,1.9228668,8.1375885,0.17454529,-0.41186523,0.19044495,4.840088,16.670227,-53.398132,
4721660455249,0.41838074,1.8312988,8.051193,0.15663147,-0.45059204,0.15394592,4.840088,16.670227,-53.398132,
4721665490649,0.3948059,1.7417603,8.168533,0.1224823,-0.46936035,0.115112305,4.840088,16.670227,-53.398132,
4721670526050,0.40318298,1.6660919,8.439835,0.07684326,-0.47373962,0.07563782,5.024719,15.2771,-52.65808,
4721675561450,0.30654907,1.5292053,8.854523,0.010375977,-0.46040344,0.03213501,5.024719,15.2771,-52.65808,
4721680596851,0.10922241,1.3644867,9.00705,-0.05355835,-0.42648315,-0.008010864,5.024719,15.2771,-52.65808,
4721685632251,-0.079589844,1.1772766,9.075592,-0.1035614,-0.37748718,-0.044403076,5.024719,15.2771,-52.65808,
4721690667651,-0.32366943,0.9565735,9.217255,-0.14694214,-0.3156433,-0.07385254,3.9001465,16.12091,-53.756714,
4721695703052,-0.55363464,0.7867279,9.244553,-0.18281555,-0.2482605,-0.09451294,3.9001465,16.12091,-53.756714,
4721700738452,-0.8009186,0.64805603,9.185501,-0.20895386,-0.18595886,-0.10545349,3.9001465,16.12091,-53.756714,
4721705773852,-0.98101807,0.58895874,9.131409,-0.22367859,-0.12542725,-0.10687256,3.9001465,16.12091,-53.756714,
4721710809253,-1.0043488,0.44717407,9.003952,-0.21798706,-0.08015442,-0.093322754,3.5476685,15.924072,-53.71704,
4721715844653,-1.0586853,0.497818,8.8810425,-0.19859314,-0.052368164,-0.07269287,3.5476685,15.924072,-53.71704,
4721720880054,-0.91075134,0.536499,8.668762,-0.16567993,-0.04827881,-0.047607422,3.5476685,15.924072,-53.71704,
4721725915454,-0.8927002,0.6222687,8.510757,-0.16567993,-0.04827881,-0.047607422,3.5476685,15.924072,-53.71704,
4721730950854,-0.8825531,0.60050964,8.1353,-0.06465149,-0.075668335,0.0039367676,2.7313232,15.219116,-53.302002,
4721735986255,-0.8716583,0.66316223,7.7972565,-0.0015411377,-0.10632324,0.029464722,2.7313232,15.219116,-53.302002,
4721741021655,-0.7944031,0.69718933,7.449539,0.054382324,-0.13789368,0.05026245,2.7313232,15.219116,-53.302002,
4721746057056,-0.6192627,0.84161377,7.2344055,0.102630615,-0.1689148,0.072280884,3.9001465,15.090942,-52.416992,
4721751092456,-0.43145752,0.9544678,6.988739,0.13430786,-0.19329834,0.09451294,3.9001465,15.090942,-52.416992,
4721756127856,-0.26937866,1.0787964,6.84433,0.15255737,-0.20596313,0.11149597,3.9001465,15.090942,-52.416992,
4721761163257,-0.12121582,1.1831055,6.659439,0.16203308,-0.20928955,0.11982727,3.9001465,15.090942,-52.416992,
4721766198657,-0.005142212,1.2976685,6.6232605,0.15608215,-0.19636536,0.12036133,3.6483765,15.2404785,-52.661133,
4721771234058,-0.022140503,1.3287354,6.579956,0.13960266,-0.171875,0.11260986,3.6483765,15.2404785,-52.661133,
4721776269458,-0.054595947,1.3699493,6.499542,0.11853027,-0.13739014,0.09919739,3.6483765,15.2404785,-52.661133,
4721781304858,-0.032180786,1.3763275,6.416168,0.09667969,-0.10133362,0.081710815,3.6483765,15.2404785,-52.661133,
4721786340259,-0.07141113,1.3466797,6.569565,0.07711792,-0.0690918,0.06524658,3.3569336,15.710449,-53.2547,
4721791375659,-0.1390686,1.3043213,6.644882,0.06378174,-0.0448761,0.05050659,3.3569336,15.710449,-53.2547,
4721796411060,-0.18351746,1.3647766,6.687332,0.05595398,-0.0184021,0.035110474,3.3569336,15.710449,-53.2547,
4721801446460,-0.24458313,1.4038391,6.764145,0.05647278,0.0047454834,0.02319336,3.3569336,15.710449,-53.2547,
4721806481860,-0.38887024,1.3506622,6.6509857,0.06315613,0.024810791,0.01335144,4.071045,15.948486,-53.2547,
4721811517261,-0.51841736,1.3434448,6.5533447,0.074035645,0.043807983,0.00440979,4.071045,15.948486,-53.2547,
4721816552661,-0.6060028,1.3189087,6.613983,0.08691406,0.05923462,-0.0013122559,4.071045,15.948486,-53.2547,
4721821588061,-0.715271,1.2456207,6.641342,0.097854614,0.070007324,-0.0045166016,4.071045,15.948486,-53.2547,
4721826623462,-0.84628296,1.213913,6.514572,0.109191895,0.07359314,-0.0034484863,3.8253784,15.5807495,-53.492737,
4721831658862,-0.92889404,1.1627808,6.2772827,0.12223816,0.076309204,0.005706787,3.8253784,15.5807495,-53.492737,
4721836694263,-0.95547485,1.1495667,6.048996,0.13587952,0.07739258,0.019897461,3.8253784,15.5807495,-53.492737,
4721841729663,-0.9174347,1.1770325,5.9405823,0.1427002,0.07002258,0.03627014,3.8253784,15.5807495,-53.492737,
4721846765063,-0.84802246,1.2536621,5.863983,0.139328,0.051345825,0.052581787,3.1295776,15.045166,-53.55072,
4721851800464,-0.6975403,1.3796539,5.9178467,0.12817383,0.021484375,0.06895447,3.1295776,15.045166,-53.55072,
4721856835864,-0.49440002,1.5298157,6.2468414,0.11352539,-0.017929077,0.08282471,3.1295776,15.045166,-53.55072,
4721861871265,-0.31523132,1.7178497,6.6447296,0.09805298,-0.062576294,0.08950806,3.1295776,15.045166,-53.55072,
4721866906665,-0.31195068,1.7621613,6.944153,0.088516235,-0.11021423,0.08526611,2.697754,15.261841,-52.919006,
4721871942065,-0.387146,1.7129059,7.1638184,0.09011841,-0.15466309,0.069488525,2.697754,15.261841,-52.919006,
4721876977466,-0.48246765,1.6383209,7.450302,0.098724365,-0.1864624,0.04937744,2.697754,15.261841,-52.919006,
4721882012866,-0.6041565,1.5875397,7.854065,0.105529785,-0.20462036,0.029174805,2.697754,15.261841,-52.919006,
4721887048267,-0.85824585,1.5156097,8.261856,0.10533142,-0.20909119,0.013336182,3.3477783,15.188599,-53.271484,
4721892083667,-1.0612793,1.4193573,8.658249,0.103149414,-0.19822693,0.0015869141,3.3477783,15.188599,-53.271484,
4721897119067,-1.0125122,1.3950348,8.849075,0.10671997,-0.1738739,-0.0011291504,3.3477783,15.188599,-53.271484,
4721902154468,-0.9918823,1.4162292,8.873611,0.11898804,-0.13885498,0.008224487,3.3477783,15.188599,-53.271484,
4721907189868,-1.0297852,1.4781342,8.717804,0.13398743,-0.09576416,0.020355225,3.7200928,15.463257,-53.68347,
4721912225269,-1.0948639,1.4713898,8.774857,0.14755249,-0.04473877,0.03314209,3.7200928,15.463257,-53.68347,
4721917260669,-1.0686493,1.4557495,8.81282,0.15144348,0.0021362305,0.04801941,3.7200928,15.463257,-53.68347,
4721922296069,-1.0381165,1.5034027,8.562775,0.14797974,0.039596558,0.06333923,3.7200928,15.463257,-53.68347,
4721927331470,-0.92515564,1.6343842,8.31694,0.14169312,0.08129883,0.08050537,3.0410767,15.948486,-53.588867,
4721932366870,-0.9120941,1.6528625,8.322388,0.12722778,0.11802673,0.09602356,3.0410767,15.948486,-53.588867,
4721937402270,-0.87953186,1.6928558,8.58606,0.09793091,0.14038086,0.10748291,3.0410767,15.948486,-53.588867,
4721942437671,-0.8123779,1.6733246,8.926025,0.056121826,0.15026855,0.111968994,3.0410767,15.948486,-53.588867,
4721947473071,-0.8258209,1.6635437,9.301041,0.021835327,0.14529419,0.11526489,2.3727417,15.113831,-53.09906,
4721952508472,-0.8218994,1.6663513,9.612686,0.0032806396,0.12472534,0.11529541,2.3727417,15.113831,-53.09906,
4721957543872,-0.76908875,1.6817322,9.746368,0.004837036,0.09049988,0.11534119,2.3727417,15.113831,-53.09906,
4721962579272,-0.67878723,1.7133331,9.838913,0.004837036,0.09049988,0.11534119,2.3727417,15.113831,-53.09906,
4721967614673,-0.5971527,1.6864471,10.110199,0.04373169,-0.001876831,0.11531067,2.2644043,14.48822,-52.66571,
4721972650073,-0.6070099,1.6817322,10.292145,0.06808472,-0.061431885,0.10926819,2.2644043,14.48822,-52.66571,
4721977685474,-0.49273682,1.7176514,10.315765,0.087768555,-0.11331177,0.101364136,2.2644043,14.48822,-52.66571,
